,Age,Gender,Country,Academic_Level,Most_Used_Platform,Purpose_Of_Use,Avg_Daily_Usage_Hours,Daily_Unlocks,Study_Hours,Physical_Activity_Hours,Sleep_Hours_Per_Night,Stress_Level,Mental_Health_Score
833,23,Female,Germany,Graduate,LinkedIn,Education,5.5,169,2.0,2.1,7.3,High,6.9
834,22,Male,Other,Undergraduate,TikTok,Entertainment,6.2,192,1.1,1.5,5.5,Very High,5.9
835,24,Female,Other,Graduate,LinkedIn,Education,4.6,172,3.8,1.4,6.8,High,6.4
836,20,Male,Other,Undergraduate,Facebook,Networking,7.2,241,1.0,1.6,5.6,Very High,5.6
837,24,Male,Other,Graduate,TikTok,Entertainment,3.3,110,5.0,1.9,7.7,Medium,7.7
838,23,Male,Other,Graduate,YouTube,Education,5.4,193,2.7,0.9,6.6,High,6.4
839,23,Female,Other,Graduate,TikTok,Entertainment,3.2,124,4.7,2.7,7.6,Medium,9.0
840,18,Female,Other,High School,Snapchat,Entertainment,3.7,140,5.6,1.8,7.9,Medium,7.3
841,19,Female,Other,Undergraduate,Snapchat,Entertainment,6.3,185,1.2,1.2,5.7,High,5.4
842,21,Female,Australia,Undergraduate,YouTube,Education,7.5,239,2.1,1.1,5.0,Very High,4.8
843,23,Female,Other,Graduate,Facebook,Networking,6.0,202,1.8,2.1,6.0,High,5.7
844,20,Male,India,Undergraduate,TikTok,Entertainment,8.2,255,1.0,1.0,5.8,Very High,5.9
845,18,Female,Other,High School,YouTube,Education,6.1,208,2.0,0.9,5.5,Very High,4.5
846,19,Female,Other,Undergraduate,Instagram,Entertainment,8.2,267,1.0,1.2,4.5,Very High,5.8
847,24,Male,Other,Graduate,LinkedIn,Education,5.3,190,2.1,1.4,7.0,Medium,6.2
848,22,Male,Other,Undergraduate,YouTube,Education,5.8,199,2.5,2.5,7.2,High,6.0
849,22,Female,USA,Undergraduate,YouTube,Education,7.2,244,1.2,1.2,4.6,Very High,5.4
850,23,Male,UK,Graduate,Snapchat,Entertainment,4.0,151,3.5,0.9,7.2,Medium,6.2
851,20,Female,Other,Undergraduate,LinkedIn,Education,3.3,133,5.5,2.4,7.5,Low,8.3
852,22,Male,India,Undergraduate,Snapchat,Entertainment,6.1,198,2.8,2.4,4.5,Very High,5.8
853,18,Female,India,High School,Facebook,Networking,6.8,225,2.3,2.1,4.8,Very High,4.2
854,24,Male,Other,Graduate,Snapchat,Entertainment,3.4,112,5.0,3.1,7.1,Medium,8.3
855,24,Female,Other,Graduate,Instagram,Entertainment,7.7,237,1.4,0.6,4.8,Very High,4.8
856,23,Female,Other,Graduate,Instagram,Entertainment,7.6,232,1.0,1.6,4.7,Very High,5.6
857,24,Female,India,Graduate,Snapchat,Entertainment,4.7,178,3.0,1.5,6.6,High,6.8
858,20,Male,Other,Undergraduate,Facebook,Networking,4.9,149,2.4,1.9,7.4,Medium,6.1
859,23,Male,Other,Graduate,LinkedIn,Education,8.0,250,1.0,0.4,4.9,Very High,5.9
860,24,Male,Other,Graduate,YouTube,Education,7.2,212,1.0,0.9,5.9,Very High,5.9
861,22,Female,USA,Undergraduate,LinkedIn,Education,1.7,102,6.2,2.2,7.9,Low,8.3
862,24,Female,Other,Graduate,TikTok,Entertainment,4.6,174,4.9,2.3,6.8,High,6.5
863,18,Male,Australia,High School,Facebook,Networking,4.4,144,3.5,2.3,6.5,Medium,6.5
864,24,Female,Other,Graduate,TikTok,Entertainment,3.7,151,4.6,2.2,8.8,Medium,8.8
865,18,Female,Other,High School,YouTube,Education,1.8,89,6.0,1.9,7.9,Low,8.0
866,23,Female,USA,Graduate,YouTube,Education,7.7,255,1.0,0.9,4.9,Very High,5.8
867,18,Male,USA,High School,Facebook,Networking,4.5,166,3.5,1.5,7.2,Medium,6.5
868,22,Male,Australia,Undergraduate,Facebook,Networking,8.1,228,1.0,1.4,5.2,Very High,5.5
869,23,Male,Other,Graduate,YouTube,Education,3.5,120,5.4,2.7,7.8,Medium,7.2
870,21,Female,Canada,Undergraduate,Instagram,Entertainment,3.4,126,5.9,2.7,7.0,Low,7.3
871,20,Male,Other,Undergraduate,TikTok,Entertainment,4.0,133,4.2,1.6,7.1,Medium,7.3
872,24,Male,Other,Graduate,TikTok,Entertainment,3.8,125,4.7,0.7,6.0,Low,6.1
873,23,Male,India,Graduate,Twitter,News,3.8,159,3.3,1.2,6.6,Medium,6.7
874,18,Male,Other,High School,Twitter,News,5.6,199,2.3,2.3,6.9,High,6.0
875,23,Female,Australia,Graduate,Instagram,Entertainment,4.3,149,4.5,1.7,6.4,Medium,6.5
876,22,Female,UK,Undergraduate,Snapchat,Entertainment,4.1,135,4.6,1.6,6.1,Medium,6.2
877,21,Female,India,Undergraduate,YouTube,Education,2.5,94,5.7,3.2,7.2,Low,7.0
878,23,Male,India,Graduate,LinkedIn,Education,4.5,173,4.2,2.5,6.2,High,6.4
879,22,Female,Other,Undergraduate,Facebook,Networking,7.7,230,1.0,1.1,5.8,Very High,5.5
880,24,Male,USA,Graduate,Facebook,Networking,5.2,155,3.8,1.6,7.3,High,6.1
881,22,Female,Australia,Undergraduate,Facebook,Networking,8.0,240,1.0,0.9,5.1,Very High,4.9
882,23,Male,Other,Graduate,Snapchat,Entertainment,6.9,215,1.0,1.4,5.7,Very High,5.7
883,20,Male,Canada,Undergraduate,LinkedIn,Education,4.3,156,4.0,2.7,6.6,Medium,6.7
884,20,Male,Other,Undergraduate,YouTube,Education,3.5,125,2.2,2.3,8.3,Medium,8.2
885,21,Male,UK,Undergraduate,LinkedIn,Education,7.6,251,1.0,1.5,6.0,Very High,4.5
886,19,Female,Other,Undergraduate,LinkedIn,Education,6.1,202,1.0,2.1,5.8,High,4.1
887,19,Male,Other,Undergraduate,YouTube,Education,7.0,239,1.0,0.7,5.4,Very High,5.9
888,18,Male,Other,High School,YouTube,Education,6.0,189,2.4,1.9,5.9,High,4.1
889,24,Male,Other,Graduate,LinkedIn,Education,7.0,226,1.4,1.1,5.0,Very High,4.5
890,23,Female,Other,Graduate,Instagram,Entertainment,2.7,106,4.4,1.1,7.8,Low,8.8
891,21,Male,USA,Undergraduate,Snapchat,Entertainment,3.9,149,3.5,1.0,7.1,Low,7.5
892,19,Female,Other,Undergraduate,Twitter,News,5.5,191,3.6,1.1,5.4,Very High,5.2
893,22,Male,Other,Undergraduate,Facebook,Networking,1.9,84,5.7,2.8,8.4,Low,8.5
894,23,Female,Other,Graduate,LinkedIn,Education,1.8,107,8.0,2.6,8.2,Low,7.2
895,23,Male,Other,Graduate,Facebook,Networking,4.9,181,3.1,1.9,6.3,High,6.1
896,20,Male,UK,Undergraduate,LinkedIn,Education,4.3,167,4.0,2.9,6.2,Medium,6.2
897,19,Female,Other,Undergraduate,YouTube,Education,2.9,105,6.4,1.6,7.1,Medium,8.8
898,22,Female,Germany,Undergraduate,Facebook,Networking,7.2,233,1.0,1.2,5.4,Very High,5.7
899,22,Male,Other,Undergraduate,LinkedIn,Education,7.9,226,1.0,1.2,4.7,Very High,4.1
900,19,Female,Germany,Undergraduate,Instagram,Entertainment,2.5,91,5.4,2.0,8.3,Low,7.2
901,21,Female,Other,Undergraduate,LinkedIn,Education,3.8,158,4.2,2.1,7.4,Medium,7.3
902,20,Female,Other,Undergraduate,Snapchat,Entertainment,5.8,176,1.1,0.8,7.2,High,6.1
903,20,Male,Other,Undergraduate,Facebook,Networking,5.9,206,1.9,2.2,5.8,High,4.7
904,22,Male,Other,Undergraduate,Instagram,Entertainment,2.6,107,4.8,2.0,7.5,Medium,8.8
905,18,Female,Other,High School,Twitter,News,5.2,167,3.5,2.7,6.8,High,6.9
906,21,Male,Other,Undergraduate,Snapchat,Entertainment,1.7,69,6.3,2.6,8.5,Low,7.7
907,20,Male,Australia,Undergraduate,Twitter,News,2.8,122,5.0,2.8,7.0,Medium,7.8
908,19,Male,Other,Undergraduate,Facebook,Networking,3.8,148,4.1,2.0,7.4,Low,8.8
909,24,Male,Other,Graduate,LinkedIn,Education,5.1,170,3.1,1.7,6.5,High,6.8
910,23,Male,India,Graduate,Instagram,Entertainment,3.7,149,4.8,1.8,6.5,Medium,6.9
911,23,Female,India,Graduate,Snapchat,Entertainment,1.5,74,5.7,2.7,7.2,Low,7.7
912,18,Female,UK,High School,Facebook,Networking,3.5,134,3.7,2.3,7.9,Medium,8.5
913,23,Male,Other,Graduate,Facebook,Networking,3.8,131,5.1,1.7,6.5,Medium,6.4
914,21,Female,Other,Undergraduate,YouTube,Education,4.1,150,3.6,1.9,6.2,High,6.6
915,21,Female,Other,Undergraduate,Snapchat,Entertainment,5.4,165,1.5,1.3,6.3,High,6.5
916,21,Female,Other,Undergraduate,YouTube,Education,6.7,211,1.7,2.5,5.5,Very High,4.9
917,21,Male,Other,Undergraduate,Facebook,Networking,7.4,231,1.0,1.1,5.3,Very High,5.5
918,24,Male,India,Graduate,Facebook,Networking,3.8,142,3.0,2.8,6.3,Medium,6.8
919,19,Male,Other,Undergraduate,LinkedIn,Education,7.4,227,1.0,1.1,5.7,Very High,5.7
920,22,Female,Other,Undergraduate,LinkedIn,Education,2.0,100,6.6,2.6,7.5,Low,8.3
921,22,Male,Other,Undergraduate,Facebook,Networking,7.3,227,1.0,0.5,5.8,Very High,5.3
922,24,Female,Canada,Graduate,Facebook,Networking,5.8,181,2.7,1.3,5.5,High,4.1
923,22,Female,Canada,Undergraduate,Snapchat,Entertainment,7.2,213,1.0,1.3,5.1,High,4.6
924,24,Female,Other,Graduate,LinkedIn,Education,3.6,140,4.7,2.9,8.4,Low,7.6
925,21,Female,Other,Undergraduate,TikTok,Entertainment,7.6,252,1.0,1.2,5.2,Very High,4.1
926,22,Female,Other,Undergraduate,TikTok,Entertainment,3.8,150,3.8,2.7,7.4,Medium,6.8
927,21,Male,Other,Undergraduate,Twitter,News,6.1,202,2.6,1.8,5.8,Very High,4.4
928,20,Female,UK,Undergraduate,TikTok,Entertainment,2.9,133,6.3,3.1,7.5,Low,7.9
929,24,Female,Other,Graduate,Instagram,Entertainment,3.7,152,5.7,2.0,8.8,Medium,9.0
930,21,Female,Australia,Undergraduate,Facebook,Networking,7.0,220,2.1,2.4,5.9,Very High,4.1
931,22,Female,Other,Undergraduate,Instagram,Entertainment,3.9,126,4.0,1.8,7.7,Medium,8.3
932,19,Male,Other,Undergraduate,YouTube,Education,6.0,200,2.3,1.1,5.6,Very High,4.2
933,18,Male,Other,High School,TikTok,Entertainment,2.3,106,6.3,1.8,8.0,Low,7.2
934,22,Female,Other,Undergraduate,TikTok,Entertainment,2.3,93,5.8,3.6,8.0,Low,8.5
935,19,Male,India,Undergraduate,Twitter,News,3.5,145,4.6,2.5,6.0,Medium,7.0
936,22,Male,Other,Undergraduate,Instagram,Entertainment,7.8,254,1.0,0.9,6.0,Very High,5.3
937,19,Male,UK,Undergraduate,Instagram,Entertainment,7.4,223,1.0,1.8,5.2,Very High,4.7
938,20,Female,Germany,Undergraduate,LinkedIn,Education,3.2,124,4.2,2.5,8.9,Low,7.5
939,23,Male,Australia,Graduate,Twitter,News,5.8,177,1.9,2.5,4.8,Very High,5.0
940,21,Female,Other,Undergraduate,Instagram,Entertainment,6.9,204,1.6,0.5,5.7,Very High,4.6
941,22,Male,Other,Undergraduate,Twitter,News,2.6,100,5.4,2.2,8.2,Medium,7.2
942,20,Male,Other,Undergraduate,YouTube,Education,2.3,96,6.0,2.2,7.2,Medium,7.4
943,23,Male,USA,Graduate,Instagram,Entertainment,5.5,172,3.0,0.6,5.9,High,4.3
944,24,Male,Australia,Graduate,Snapchat,Entertainment,4.0,131,3.7,2.5,8.6,Medium,8.6
945,19,Male,Other,Undergraduate,LinkedIn,Education,6.2,197,2.4,1.3,4.7,Very High,4.3
946,18,Male,Other,High School,Snapchat,Entertainment,4.7,166,3.6,2.2,6.1,Medium,6.6
947,20,Female,UK,Undergraduate,YouTube,Education,3.7,130,3.3,3.3,8.6,Medium,8.4
948,19,Female,Other,Undergraduate,LinkedIn,Education,6.0,196,3.2,1.3,6.0,Very High,5.8
949,24,Male,Other,Graduate,TikTok,Entertainment,7.8,230,1.0,0.8,5.0,Very High,4.8
950,20,Male,USA,Undergraduate,Instagram,Entertainment,3.9,150,2.8,2.1,6.6,Medium,6.8
951,19,Female,Other,Undergraduate,YouTube,Education,7.2,230,1.0,1.7,5.9,Very High,5.0
952,21,Female,Other,Undergraduate,Twitter,News,6.2,218,1.0,1.2,5.4,Very High,5.4
953,21,Female,Canada,Undergraduate,Twitter,News,7.7,219,1.0,0.8,5.6,Very High,4.5
954,22,Male,USA,Undergraduate,Twitter,News,4.0,159,3.8,2.5,7.6,Medium,8.6
955,22,Female,USA,Undergraduate,LinkedIn,Education,4.2,143,3.5,2.1,6.8,High,6.5
956,24,Female,USA,Graduate,LinkedIn,Education,3.9,124,4.6,1.0,7.2,Medium,6.7
957,21,Male,UK,Undergraduate,TikTok,Entertainment,4.7,169,3.6,1.2,6.2,High,6.3
958,23,Male,India,Graduate,Snapchat,Entertainment,7.3,213,1.0,1.9,5.0,Very High,5.8
959,23,Female,India,Graduate,TikTok,Entertainment,6.4,192,1.9,1.6,5.3,Very High,4.9
960,20,Female,Other,Undergraduate,YouTube,Education,3.3,146,5.2,1.8,7.4,Low,7.1
961,19,Female,Other,Undergraduate,Twitter,News,6.7,200,1.0,1.2,6.0,Very High,4.6
962,21,Male,Other,Undergraduate,Facebook,Networking,7.6,236,1.0,1.1,5.1,Very High,4.3
963,23,Male,Other,Graduate,Instagram,Entertainment,4.5,145,1.8,2.2,6.6,High,6.3
964,19,Male,Other,Undergraduate,YouTube,Education,3.0,104,5.0,1.6,7.1,Medium,8.3
965,21,Female,Other,Undergraduate,Facebook,Networking,6.2,180,1.8,1.0,5.1,Very High,4.6
966,18,Female,Other,High School,Instagram,Entertainment,6.6,190,2.2,1.5,5.4,Very High,5.4
967,23,Male,Other,Graduate,Twitter,News,8.4,253,1.0,0.9,4.6,Very High,5.6
968,23,Female,UK,Graduate,Snapchat,Entertainment,7.0,217,1.2,1.5,5.6,High,5.9
969,23,Female,USA,Graduate,Snapchat,Entertainment,7.9,223,1.0,0.4,5.8,Very High,5.1
970,24,Female,Other,Graduate,Facebook,Networking,3.6,128,4.8,2.3,8.4,Low,8.9
971,24,Male,Canada,Graduate,Snapchat,Entertainment,5.5,172,2.1,2.2,4.6,Very High,5.1
972,21,Male,Other,Undergraduate,Instagram,Entertainment,2.0,97,6.0,2.7,7.1,Low,7.7
973,19,Male,Australia,Undergraduate,Facebook,Networking,5.8,209,3.0,1.6,7.4,High,6.2
974,18,Female,Other,High School,YouTube,Education,6.3,209,1.3,1.4,5.5,High,4.2
975,19,Male,Other,Undergraduate,LinkedIn,Education,3.2,141,5.4,1.8,9.0,Low,8.3
976,24,Female,Other,Graduate,YouTube,Education,1.7,74,6.8,2.5,8.5,Low,8.8
977,18,Female,Other,High School,Snapchat,Entertainment,7.0,208,1.0,1.9,4.8,Very High,4.4
978,22,Male,Other,Undergraduate,Snapchat,Entertainment,4.8,175,4.0,1.7,6.4,High,6.4
979,24,Female,Other,Graduate,Facebook,Networking,6.4,197,2.2,1.0,5.0,Very High,4.5
980,23,Male,India,Graduate,TikTok,Entertainment,1.8,103,6.3,2.3,8.7,Low,7.5
981,18,Male,Other,High School,Twitter,News,7.0,218,1.0,1.4,5.1,Very High,4.8
982,22,Male,Other,Undergraduate,YouTube,Education,2.6,98,4.7,2.2,7.7,Low,8.4
983,21,Female,Other,Undergraduate,Twitter,News,1.7,100,5.9,2.8,7.3,Medium,8.0
984,20,Male,Other,Undergraduate,Instagram,Entertainment,5.0,172,3.4,2.0,7.0,Medium,6.8
985,23,Male,Other,Graduate,Instagram,Entertainment,6.0,207,1.2,1.9,5.4,Very High,5.1
986,19,Female,Other,Undergraduate,YouTube,Education,8.3,250,1.0,1.6,5.9,Very High,4.7
987,21,Male,Other,Undergraduate,LinkedIn,Education,3.7,122,3.3,2.6,7.0,Medium,8.5
988,18,Female,Other,High School,Snapchat,Entertainment,8.4,262,1.0,0.4,5.5,Very High,5.6
989,19,Female,Other,Undergraduate,Twitter,News,5.5,166,2.6,1.2,5.1,Very High,5.3
990,21,Male,Other,Undergraduate,YouTube,Education,8.0,251,2.0,1.0,5.0,Very High,4.6
991,22,Male,Australia,Undergraduate,YouTube,Education,2.2,96,4.7,2.2,8.6,Low,8.6
992,22,Female,Other,Undergraduate,Twitter,News,7.2,236,2.0,0.6,5.9,Very High,5.3
993,18,Male,Other,High School,Instagram,Entertainment,5.9,206,2.2,1.3,5.6,Very High,4.5
994,24,Male,Other,Graduate,Instagram,Entertainment,7.0,216,1.3,1.0,5.8,Very High,5.1
995,18,Female,Germany,High School,YouTube,Education,1.9,107,6.2,2.2,7.7,Low,7.8
996,20,Male,Other,Undergraduate,YouTube,Education,6.0,179,2.4,1.3,5.3,Very High,5.0
997,18,Male,India,High School,Snapchat,Entertainment,5.3,161,2.6,2.3,6.3,High,6.6
998,18,Male,Other,High School,Snapchat,Entertainment,7.1,241,2.1,1.3,4.6,Very High,5.2
999,22,Female,Other,Undergraduate,YouTube,Education,6.2,202,1.4,2.7,5.6,Very High,4.6
1000,19,Female,Bangladesh,Undergraduate,Instagram,Entertainment,5.2,173,3.7,1.8,6.5,Medium,6.0
1001,22,Male,India,Undergraduate,Twitter,News,2.1,83,5.4,2.3,7.5,Low,8.0
1002,20,Female,USA,Undergraduate,TikTok,Entertainment,6.0,186,2.0,1.5,5.0,Very High,5.0
1003,18,Male,UK,High School,YouTube,Education,3.0,127,4.1,2.4,7.0,Medium,7.0
1004,21,Male,Canada,Undergraduate,Facebook,Networking,4.5,169,3.9,2.1,6.0,High,6.0
1005,19,Female,Australia,Undergraduate,Instagram,Entertainment,7.2,241,2.0,2.2,4.5,Very High,4.0
1006,23,Male,Germany,Graduate,LinkedIn,Education,1.5,78,6.4,2.2,8.0,Low,9.0
1007,20,Female,Brazil,Undergraduate,Snapchat,Entertainment,5.8,188,2.0,2.0,6.0,High,6.0
1008,18,Male,Japan,High School,TikTok,Entertainment,4.0,131,3.1,2.1,6.5,High,7.0
1009,21,Female,South Korea,Undergraduate,Instagram,Entertainment,3.3,110,4.5,1.4,7.0,Low,7.0
1010,19,Male,France,Undergraduate,Snapchat,Entertainment,4.8,162,1.9,2.2,6.2,Medium,5.0
1011,20,Female,Spain,Undergraduate,TikTok,Entertainment,5.5,185,1.8,2.3,5.8,Very High,6.0
1012,22,Male,Italy,Undergraduate,LinkedIn,Education,2.8,99,5.4,1.9,7.2,Medium,8.0
1013,18,Female,Mexico,High School,Instagram,Entertainment,6.5,203,2.6,1.4,5.5,Very High,5.0
1014,21,Male,Russia,Undergraduate,YouTube,Education,3.7,142,6.5,1.2,6.8,High,7.0
1015,20,Female,China,Undergraduate,TikTok,Entertainment,4.2,162,3.3,1.3,6.0,High,6.0
1016,24,Male,Sweden,Graduate,LinkedIn,Education,2.0,112,7.1,3.0,7.8,Low,8.0
1017,19,Female,Norway,Undergraduate,Instagram,Entertainment,5.0,163,3.2,1.5,5.7,High,5.0
1018,21,Male,Denmark,Undergraduate,Facebook,Networking,3.5,127,4.4,1.6,6.7,Medium,7.0
1019,20,Female,Netherlands,Undergraduate,Snapchat,Entertainment,4.7,176,3.6,1.9,5.9,High,6.0
1020,18,Male,Belgium,High School,TikTok,Entertainment,5.3,184,2.7,1.4,5.5,Very High,5.0
1021,23,Female,Switzerland,Graduate,LinkedIn,Education,2.5,97,5.6,2.1,7.3,Medium,8.0
1022,19,Male,Austria,Undergraduate,Instagram,Entertainment,4.9,174,2.8,2.1,5.8,Very High,6.0
1023,20,Female,Portugal,Undergraduate,TikTok,Entertainment,5.7,173,1.2,1.0,5.4,High,5.0
1024,22,Male,Greece,Undergraduate,Facebook,Networking,3.2,122,3.6,1.7,6.9,Low,7.0
1025,19,Female,Ireland,Undergraduate,Instagram,Entertainment,6.1,189,2.4,1.6,5.2,Very High,5.0
1026,21,Male,New Zealand,Undergraduate,YouTube,Education,3.8,159,4.0,2.5,6.6,Medium,7.0
1027,20,Female,Singapore,Undergraduate,TikTok,Entertainment,4.4,136,3.1,2.5,5.9,High,6.0
1028,24,Male,Malaysia,Graduate,LinkedIn,Education,2.2,114,5.8,2.1,7.4,Low,8.0
1029,19,Female,Thailand,Undergraduate,Instagram,Entertainment,5.9,183,2.7,2.0,5.3,Very High,5.0
1030,21,Male,Vietnam,Undergraduate,Facebook,Networking,3.6,116,4.5,1.7,6.7,Medium,7.0
1031,20,Female,Philippines,Undergraduate,Snapchat,Entertainment,4.8,171,2.7,2.7,5.7,High,6.0
1032,18,Male,Indonesia,High School,TikTok,Entertainment,5.4,187,3.6,1.1,5.4,Very High,5.0
1033,23,Female,Taiwan,Graduate,LinkedIn,Education,2.6,95,6.7,3.0,7.2,Medium,8.0
1034,19,Male,Hong Kong,Undergraduate,Instagram,Entertainment,4.7,143,3.7,1.5,5.8,High,6.0
1035,20,Female,Turkey,Undergraduate,TikTok,Entertainment,5.6,169,3.2,2.6,5.5,High,5.0
1036,22,Male,Israel,Undergraduate,Facebook,Networking,3.1,118,5.9,2.5,6.8,Medium,7.0
1037,19,Female,UAE,Undergraduate,Instagram,Entertainment,6.2,185,2.7,0.9,5.1,Very High,5.0
1038,21,Male,Egypt,Undergraduate,YouTube,Education,3.9,150,4.6,1.8,6.5,Medium,7.0
1039,20,Female,Morocco,Undergraduate,TikTok,Entertainment,4.5,140,4.0,2.3,5.8,High,6.0
1040,24,Male,South Africa,Graduate,LinkedIn,Education,2.3,113,6.1,3.0,7.3,Medium,8.0
1041,19,Female,Nigeria,Undergraduate,Instagram,Entertainment,5.8,204,1.3,1.5,5.4,Very High,5.0
1042,21,Male,Kenya,Undergraduate,Facebook,Networking,3.7,145,4.9,2.1,6.6,High,7.0
1043,20,Female,Ghana,Undergraduate,Snapchat,Entertainment,4.6,177,2.3,2.2,5.7,High,6.0
1044,18,Male,Argentina,High School,TikTok,Entertainment,5.5,199,1.9,1.7,5.3,High,5.0
1045,23,Female,Chile,Graduate,LinkedIn,Education,2.7,93,6.3,1.7,7.1,Medium,8.0
1046,19,Male,Colombia,Undergraduate,Instagram,Entertainment,4.8,158,3.9,1.4,5.9,Medium,6.0
1047,20,Female,Peru,Undergraduate,TikTok,Entertainment,5.5,192,3.7,1.7,5.6,High,5.0
1048,22,Male,Venezuela,Undergraduate,Facebook,Networking,3.3,120,4.5,2.8,6.7,Medium,7.0
1049,19,Female,Ecuador,Undergraduate,Instagram,Entertainment,6.3,211,1.0,2.2,5.2,Very High,5.0
1050,21,Male,Uruguay,Undergraduate,YouTube,Education,3.8,150,4.0,2.4,6.4,High,7.0
1051,20,Female,Paraguay,Undergraduate,TikTok,Entertainment,4.7,181,3.4,2.0,5.8,High,6.0
1052,24,Male,Bolivia,Graduate,LinkedIn,Education,2.4,98,5.7,2.8,7.2,Low,8.0
1053,19,Female,Costa Rica,Undergraduate,Instagram,Entertainment,5.7,180,3.2,1.2,5.5,Very High,5.0
1054,21,Male,Panama,Undergraduate,Facebook,Networking,3.6,115,4.1,2.0,6.5,Very High,7.0
1055,20,Female,Jamaica,Undergraduate,Snapchat,Entertainment,4.9,158,3.4,1.4,5.6,High,6.0
1056,18,Male,Trinidad,High School,TikTok,Entertainment,5.6,176,1.6,1.0,5.2,Very High,5.0
1057,23,Female,Bahamas,Graduate,LinkedIn,Education,2.8,113,5.6,2.5,7.0,Low,8.0
1058,19,Male,Iceland,Undergraduate,Instagram,Entertainment,4.6,156,3.4,1.9,5.9,High,6.0
1059,20,Female,Finland,Undergraduate,TikTok,Entertainment,5.4,194,2.0,2.0,5.7,High,5.0
1060,22,Male,Poland,Undergraduate,Facebook,Networking,3.1,132,4.7,2.5,7.1,Medium,7.0
1061,19,Female,Romania,Undergraduate,Instagram,Entertainment,5.6,194,2.3,1.7,5.6,High,5.0
1062,20,Male,Hungary,Undergraduate,TikTok,Entertainment,4.2,130,3.6,2.2,6.0,High,6.0
1063,18,Female,Czech Republic,High School,Snapchat,Entertainment,6.1,195,3.3,1.5,5.2,Very High,4.0
1064,23,Male,Slovakia,Graduate,LinkedIn,Education,2.3,111,5.6,2.6,7.4,Low,8.0
1065,21,Female,Croatia,Undergraduate,Instagram,Entertainment,4.8,154,3.0,1.4,5.8,Medium,6.0
1066,20,Male,Serbia,Undergraduate,YouTube,Education,3.9,138,2.4,2.2,6.5,High,7.0
1067,19,Female,Slovenia,Undergraduate,TikTok,Entertainment,5.7,196,1.6,1.9,5.4,High,5.0
1068,22,Male,Bulgaria,Undergraduate,LinkedIn,Education,2.8,126,5.0,2.0,7.2,Low,8.0
1069,20,Female,Estonia,Undergraduate,Instagram,Entertainment,4.5,171,3.0,1.9,5.9,High,6.0
1070,18,Male,Latvia,High School,Snapchat,Entertainment,5.4,177,3.7,1.3,5.5,Very High,5.0
1071,21,Female,Lithuania,Undergraduate,Facebook,Networking,3.2,120,4.7,1.9,6.8,Low,7.0
1072,19,Male,Ukraine,Undergraduate,TikTok,Entertainment,4.9,162,4.1,1.2,5.7,High,6.0
1073,20,Female,Moldova,Undergraduate,Instagram,Entertainment,5.8,196,2.2,2.2,5.3,Very High,5.0
1074,23,Male,Belarus,Graduate,LinkedIn,Education,2.5,103,5.5,2.9,7.3,Medium,8.0
1075,21,Female,Kazakhstan,Undergraduate,Snapchat,Entertainment,4.6,156,3.3,2.1,5.8,High,6.0
1076,19,Male,Uzbekistan,Undergraduate,TikTok,Entertainment,5.5,168,2.5,2.6,5.4,High,5.0
1077,22,Female,Kyrgyzstan,Undergraduate,Facebook,Networking,2.9,116,6.5,2.2,7.0,Medium,7.0
1078,20,Male,Tajikistan,Undergraduate,YouTube,Education,4.7,151,1.4,3.3,5.9,High,6.0
1079,18,Female,Armenia,High School,Instagram,Entertainment,5.9,192,1.0,1.4,5.2,Very High,5.0
1080,21,Male,Georgia,Undergraduate,LinkedIn,Education,3.0,135,4.6,2.4,7.1,Low,8.0
1081,19,Female,Azerbaijan,Undergraduate,TikTok,Entertainment,4.8,176,3.2,1.6,5.7,Medium,6.0
1082,20,Male,Cyprus,Undergraduate,Facebook,Networking,3.8,139,4.8,2.2,6.6,High,7.0
1083,22,Female,Malta,Undergraduate,LinkedIn,Education,2.7,131,5.7,2.7,7.2,Medium,8.0
1084,18,Male,Luxembourg,High School,Snapchat,Entertainment,5.6,204,2.1,1.5,5.3,Very High,5.0
1085,21,Female,Monaco,Undergraduate,Instagram,Entertainment,4.5,154,4.3,2.8,5.8,High,6.0
1086,19,Male,Andorra,Undergraduate,TikTok,Entertainment,5.3,187,3.5,1.8,5.5,High,5.0
1087,23,Female,San Marino,Graduate,LinkedIn,Education,2.6,103,5.5,2.5,7.3,Medium,8.0
1088,20,Male,Vatican City,Undergraduate,YouTube,Education,4.4,170,4.4,1.4,6.0,Medium,6.0
1089,18,Female,Liechtenstein,High School,Instagram,Entertainment,5.8,184,2.4,1.8,5.2,Very High,5.0
1090,22,Male,Montenegro,Undergraduate,Facebook,Networking,2.9,107,4.7,2.2,7.0,Medium,7.0
1091,19,Female,Albania,Undergraduate,TikTok,Entertainment,4.7,147,3.9,1.5,5.8,High,6.0
1092,21,Male,North Macedonia,Undergraduate,Snapchat,Entertainment,3.7,150,4.4,1.7,6.5,Medium,7.0
1093,20,Female,Kosovo,Undergraduate,Instagram,Entertainment,5.5,173,2.5,3.0,5.4,High,5.0
1094,23,Male,Bosnia,Graduate,LinkedIn,Education,2.4,117,6.8,2.3,7.4,Low,8.0
1095,19,Female,Qatar,Undergraduate,TikTok,Entertainment,4.9,150,1.1,1.0,5.7,High,6.0
1096,18,Male,Kuwait,High School,Snapchat,Entertainment,5.7,187,1.2,1.2,5.3,High,5.0
